GeneID	mG11-3-1	mG11-3-2	mG11-3-3	mG12-4-1	mG12-4-2	mG12-4-3	mG6-15-1	mG6-15-2	mG6-15-3	mG7-23-1	mG7-23-2	mG7-23-3	mG9-10-1	mG9-10-2	mG9-10-3	mG9-29-1	mG9-29-2	mG9-29-3
O53_1094	25	27	29	28	12	12	11	10	11	27	23	27	23	23	22	22	25	10
O53_3739	8	7	7	2	2	2	2	2	2	2	1	2	19	7	10	18	2	2
O53_4604_tesA	25	27	26	24	17	14	17	14	11	26	26	31	32	27	33	34	30	17
O53_2475_psbB	25	28	29	35	16	12	16	9	9	31	88	32	43	35	39	38	33	10
O53_367	60	43	56	38	43	45	47	43	36	44	50	51	57	51	54	45	51	46
O53_5104_anmK	45	48	50	46	26	13	21	9	12	43	42	41	54	48	51	47	56	17
O53_5081_atpH	10	11	10	13	9	10	8	7	6	9	10	10	12	13	12	13	11	8
O53_2554	27	31	31	35	20	18	19	13	12	33	48	31	41	37	37	45	34	17
O53_2657	7	1	6	7	3	5	4	7	0	3	6	3	7	3	6	0	4	6
O53_3930	50	50	50	42	29	27	26	16	16	49	48	49	62	57	56	58	58	24
O53_3561	15	15	16	19	7	7	6	6	3	16	13	13	17	13	15	22	14	6
O53_895_yhdN	34	34	38	29	18	21	12	8	6	27	30	36	55	39	44	40	37	11
O53_4369	20	19	21	15	13	13	11	10	8	12	16	13	18	18	18	23	18	12
O53_4666_glmM	52	58	58	53	40	23	31	21	17	53	57	53	65	60	62	57	63	25
O53_642_bilEB	40	47	44	46	38	34	41	33	26	47	51	45	52	52	53	49	47	37
O53_4780_aroF	43	40	40	33	22	20	21	20	18	30	27	35	40	33	32	41	35	21
O53_4091_fdhF	64	69	71	85	21	16	17	13	14	53	49	76	127	91	112	103	76	15
O53_314	6	7	7	6	4	3	4	3	2	7	7	6	10	7	7	7	7	3
O53_4457	3	4	2	6	1	0	0	0	0	7	5	6	8	7	7	8	8	0
O53_5268_ppnK-1	24	24	18	30	10	5	10	4	4	23	26	21	34	32	33	31	32	4
O53_2423	20	24	13	8	5	8	0	0	0	6	4	15	32	18	23	33	16	0
O53_4633	7	5	6	7	6	8	9	10	0	8	7	7	10	6	6	6	8	7
O53_4082_rfbJ	38	43	43	47	26	22	26	21	21	45	45	47	45	46	39	44	44	23
O53_4631	3	3	2	2	2	0	0	0	0	1	1	1	4	4	4	4	1	0
O53_4843_ctpF	82	103	102	95	70	66	65	63	49	80	67	70	114	97	105	93	102	68
O53_3207_trxA	23	21	23	15	9	9	6	9	1	17	16	22	26	26	20	30	23	9
O53_5271	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0
O53_2445	3	3	7	10	12	0	11	0	1	12	8	10	7	11	12	13	13	5
O53_226	9	9	8	8	1	1	2	1	1	8	5	8	8	8	7	9	8	1
O53_2778	0	0	0	0	1	0	4	0	0	2	0	2	3	4	2	0	0	0
O53_3377	38	17	14	24	2	4	0	0	4	6	2	4	38	14	27	48	13	0
O53_4618	5	8	6	10	2	2	5	2	0	12	15	12	17	13	16	15	12	2
O53_1084	2	4	4	5	3	3	3	3	3	3	3	3	3	3	1	3	3	3
O53_767	0	0	1	0	0	0	0	0	0	2	2	2	0	0	3	0	0	1
O53_3390	15	20	18	15	17	14	16	12	1	22	21	22	26	25	26	18	18	17
O53_1219	26	22	25	26	5	0	7	0	1	26	20	25	41	29	36	37	42	0
O53_621	13	3	5	5	2	3	1	0	0	4	4	2	8	11	9	9	6	3
O53_3044	142	124	117	106	35	19	32	15	16	89	89	96	147	123	135	141	118	20
O53_574	12	6	7	8	5	5	5	5	3	11	10	9	11	11	11	9	12	6
O53_3616	0	0	0	0	0	0	2	0	0	0	0	0	0	4	0	0	0	0
O53_506_secA	78	84	85	59	59	50	44	42	42	69	69	76	97	93	87	106	81	46
O53_3817_dinG	49	49	50	44	32	17	24	10	12	55	54	52	68	57	65	74	63	18
O53_2284_hisS	21	27	33	34	31	28	28	24	23	32	28	33	28	29	27	28	33	28
O53_5326	31	33	34	30	14	17	15	13	9	31	31	33	46	41	46	30	42	17
O53_3030	4	0	1	1	0	2	0	0	1	1	2	2	3	2	3	5	4	0
O53_2006_dndE	0	0	0	3	0	0	0	0	0	6	7	5	12	6	9	7	5	0
O53_1271	11	9	12	14	4	2	3	0	0	13	11	15	20	15	19	14	18	3
O53_4297	12	0	3	0	0	0	0	0	0	1	0	0	5	2	0	0	1	0
O53_2605	34	34	35	26	20	14	6	3	0	36	34	40	52	39	44	37	41	14
O53_4792	25	24	22	26	8	9	6	2	3	25	24	29	33	33	32	29	32	8
O53_1781_grxC	5	7	7	6	5	7	4	4	5	3	4	5	5	6	4	7	5	5
O53_3	18	18	19	20	18	7	15	10	12	20	13	14	26	26	26	26	25	17
O53_3511_aroK	11	14	15	15	12	9	10	8	0	12	12	14	19	18	16	18	16	10
O53_2007	10	3	5	8	2	2	1	0	0	6	17	6	9	6	8	8	6	2
O53_4798	3	2	2	4	0	0	0	0	0	4	4	3	9	5	5	4	5	0
O53_1265	14	1	4	0	0	0	0	0	0	8	3	13	16	16	12	15	13	0
O53_1867_ykcC	17	18	18	10	6	8	4	3	3	13	13	12	21	18	19	23	15	3
O53_1987	8	0	3	0	6	14	1	0	0	16	2	0	6	1	12	0	1	0
O53_5095	17	19	20	22	16	14	8	12	8	15	16	21	27	23	22	17	21	12
O53_3345	42	40	44	48	30	32	27	24	21	44	45	50	63	52	58	60	48	26
O53_1763	5	3	3	3	3	4	2	2	2	4	3	3	5	4	3	4	3	3
O53_1811	18	6	0	0	0	59	0	0	0	0	0	0	61	12	0	5	17	0
O53_4280	12	4	1	0	0	0	0	0	0	2	0	0	5	3	4	3	2	0
O53_1646	25	24	23	20	12	9	11	5	11	19	22	17	28	28	27	29	25	10
O53_487	38	30	25	22	31	31	31	30	21	43	41	48	66	55	56	53	38	31
O53_4258	0	1	2	1	1	1	1	1	2	1	1	1	0	2	1	1	1	1
O53_1310_pyk	42	49	49	50	29	25	31	23	26	48	48	46	67	47	59	55	47	24
O53_1504	73	63	61	67	70	70	64	64	63	66	69	75	75	71	68	79	72	70
O53_3967	1	1	1	2	0	0	0	0	0	2	4	2	7	4	3	2	3	0
O53_3280	29	32	33	37	13	8	5	5	0	36	32	44	48	41	49	51	42	8
O53_2530	3	5	3	4	2	2	2	2	2	5	12	6	7	6	7	8	5	2
O53_5378	3	2	3	7	2	3	1	1	1	4	3	3	7	4	5	7	3	2
O53_4489_ureB	11	14	13	14	2	2	1	2	1	13	13	13	14	14	15	13	14	1
O53_5085_sir	50	61	59	66	56	52	55	52	44	64	55	58	68	63	69	56	63	54
O53_3028	32	32	28	31	6	2	2	3	3	24	18	21	40	29	39	33	31	2
O53_4957	3	3	3	3	3	2	2	2	2	2	3	3	3	3	3	5	5	2
O53_101_minC	57	46	55	54	25	18	21	12	12	55	51	54	83	56	64	66	59	15
O53_2806_glcD	38	45	51	49	46	40	49	42	34	55	49	52	64	58	60	56	53	43
O53_138_insI-5	6	0	0	0	0	3	0	0	0	0	0	0	7	0	4	4	0	0
O53_5301	0	0	0	0	0	0	0	0	0	2	0	2	48	31	18	26	25	0
O53_2763	14	10	10	4	3	3	5	6	4	7	4	4	15	8	7	16	5	5
O53_1180	6	5	7	4	3	1	2	1	0	5	4	5	5	7	7	5	7	2
O53_700_rpsS	2	1	3	2	3	3	3	3	2	3	4	4	4	3	4	3	3	3
O53_93	0	0	0	0	0	0	0	0	0	0	0	0	7	0	5	1	0	0
O53_31	9	8	10	13	8	8	8	7	0	10	9	10	10	9	9	7	11	9
O53_788_micE	22	20	23	21	24	25	21	21	19	19	19	22	36	22	29	58	28	22
O53_3039	29	28	31	37	24	17	20	15	15	31	25	27	39	36	34	39	34	20
O53_3983	45	47	47	59	21	21	23	17	10	47	44	46	57	58	61	74	61	21
O53_30	8	4	5	1	1	3	3	0	0	4	2	2	7	6	7	6	4	0
O53_2187	12	12	11	8	8	10	8	6	7	8	6	7	11	7	8	13	8	7
O53_3146	12	16	15	10	6	5	6	3	2	9	8	10	12	10	11	15	12	5
O53_1406	11	9	10	5	9	9	12	11	0	12	12	7	11	11	10	9	13	12
O53_423	15	18	16	17	11	0	7	0	0	14	15	17	16	18	17	14	16	3
O53_3602	27	28	27	28	25	10	14	8	11	24	24	34	32	29	39	40	36	15
O53_3699	2	3	3	2	2	2	2	2	2	2	2	2	2	2	2	3	2	2
O53_671_mntB	27	29	31	27	16	13	12	13	6	27	23	29	33	27	28	29	30	13
O53_648	27	29	29	30	8	7	5	6	4	26	25	18	32	29	38	27	32	8
O53_5029	40	40	42	41	14	13	19	11	10	38	40	34	55	40	49	50	43	16
O53_1201	33	39	39	34	23	23	24	19	11	29	28	27	39	41	37	38	33	24
O53_2760_cpcC-1	10	12	11	18	3	2	4	4	3	14	17	17	17	17	17	17	16	2
O53_2674	4	0	0	4	0	0	0	0	0	0	0	0	5	3	5	5	3	0
O53_1082_tatA	3	3	4	0	2	2	0	2	2	4	4	2	5	5	5	5	3	2
O53_1147_aerN	80	87	97	70	77	64	71	61	59	74	71	80	93	91	75	103	94	72
O53_5246	33	34	25	22	2	1	0	2	0	20	24	19	34	25	25	35	22	2
O53_45	15	0	1	3	2	0	0	0	0	0	3	0	9	3	3	25	2	0
O53_4448_cynS	8	8	8	10	8	4	3	2	0	8	9	10	12	9	10	9	9	5
O53_1802	84	82	79	76	62	61	60	50	56	77	127	79	98	90	82	91	78	58
O53_3419	20	22	19	18	14	13	8	8	5	19	16	20	20	23	24	20	25	8
O53_4278_upp	26	21	23	31	8	5	6	4	0	29	28	28	37	34	35	29	33	6
O53_2929	62	62	61	2	1	1	1	1	0	51	46	51	85	72	70	73	58	1
O53_527	4	0	0	0	0	0	0	0	0	0	0	0	7	0	2	0	0	0
O53_1934	26	29	27	26	26	27	25	24	19	24	25	23	26	22	26	30	26	26
O53_4685	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	2	0	0
O53_290	16	11	6	1	2	1	1	2	0	2	5	5	2	6	5	0	6	1
O53_601	8	7	7	8	5	5	6	6	6	5	8	9	12	7	8	9	7	5
O53_5329	2	11	8	27	5	5	5	5	0	24	20	13	20	17	24	21	20	5
O53_4754_purL	56	67	68	71	47	41	43	45	40	72	90	62	90	77	87	82	76	44
O53_5164_gph	66	68	67	63	17	7	6	5	6	62	54	67	92	72	91	42	74	6
O53_3896_cadR	13	12	13	12	0	0	1	0	0	13	12	14	19	16	15	12	14	0
O53_3665	39	17	15	12	13	11	11	9	8	35	23	25	47	33	43	45	37	10
O53_5087	0	0	0	0	1	1	0	0	0	0	0	0	1	0	0	0	0	0
O53_1938	60	54	48	65	40	40	40	40	34	42	41	43	59	68	47	42	42	40
O53_4316	21	21	19	15	7	0	0	0	0	11	11	9	21	17	16	27	17	0
O53_37	6	13	10	14	11	10	10	8	9	12	9	11	17	15	17	9	12	8
O53_901	25	25	27	16	14	12	12	9	2	22	17	22	30	26	31	26	25	8
O53_1647	8	11	10	8	5	5	5	5	3	14	14	15	21	22	18	13	9	5
O53_5045_cysM	23	27	27	26	24	20	22	18	20	23	25	25	27	24	26	22	29	19
O53_5105_prfA	23	31	32	34	19	15	20	14	13	41	40	36	43	37	41	35	41	18
O53_1091	37	28	35	35	19	33	13	6	29	35	31	34	44	36	43	46	37	14
O53_2833	72	78	81	65	43	38	42	29	30	59	53	62	80	70	66	63	64	35
O53_4837_wcaA	32	45	35	42	11	11	10	11	4	27	41	30	52	36	48	46	43	10
O53_1472	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0
O53_909	6	7	7	4	5	5	0	0	0	3	1	3	7	7	5	6	5	1
O53_472	145	120	130	126	143	148	136	126	108	139	128	125	156	140	126	35	127	132
O53_3158	30	34	34	37	31	30	29	28	17	37	36	40	48	38	46	39	39	29
O53_428_argC	27	29	27	38	19	17	22	17	9	36	34	36	35	35	41	37	40	21
O53_1890	29	29	27	29	21	22	22	16	21	29	29	33	39	29	34	34	28	18
O53_4626_pyrB	24	25	26	29	12	8	10	7	0	22	23	20	42	26	32	36	31	7
O53_816_uvrC	30	38	39	36	33	34	35	34	30	42	42	42	43	44	45	44	41	38
O53_3609	26	0	16	24	14	23	0	0	2	23	16	27	30	24	28	30	24	0
O53_2389_zntC	29	32	36	35	26	29	28	20	21	35	33	40	41	36	38	43	39	27
O53_5071	10	14	14	12	7	6	8	7	1	21	20	22	24	23	26	26	24	7
O53_4742_arsA	23	29	28	34	14	8	10	10	6	25	37	31	36	28	34	38	31	10
O53_5178_orrA	65	82	79	72	63	51	65	50	5	82	80	84	91	92	96	68	79	55
O53_2804	0	0	0	3	0	0	0	0	0	0	0	0	5	1	1	4	1	0
O53_2122	11	11	11	1	1	1	0	0	0	0	0	1	10	10	6	6	5	0
O53_4399	1	0	0	1	0	0	0	0	0	1	0	0	1	1	0	0	0	0
O53_5233	5	4	6	4	4	4	2	4	3	7	8	9	11	10	12	8	4	4
O53_92	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	1	0	0
O53_843	3	7	12	13	11	11	10	11	0	16	15	12	13	16	16	14	13	10
O53_2520	1	0	0	0	0	0	0	0	0	1	0	3	4	2	2	4	2	0
O53_956	19	27	29	29	13	14	14	13	13	28	23	34	50	41	45	35	34	13
O53_3953	3	7	4	4	3	3	6	3	4	19	17	17	28	25	22	37	14	4
O53_1910	6	5	5	6	1	0	1	1	0	5	5	5	11	7	9	11	9	1
O53_3112	9	9	9	5	5	6	6	5	4	5	5	7	11	8	9	14	7	5
O53_1214_hoxEF	48	55	53	46	30	30	30	24	19	49	62	53	59	51	58	51	53	32
O53_1932	8	3	5	3	3	4	2	1	2	6	6	5	16	11	5	16	18	2
O53_5014	4	2	4	4	6	4	6	3	2	7	5	16	18	20	14	18	4	4
O53_1502_spoIID	42	49	49	48	33	25	29	18	14	53	52	58	58	56	59	48	70	25
O53_3559	2	0	0	0	0	0	0	0	0	0	0	0	3	0	0	3	0	0
O53_3135	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0
O53_5230	77	95	98	82	76	65	71	61	54	81	81	90	96	93	92	94	101	68
O53_1995	33	40	38	39	32	31	27	24	16	44	39	42	49	47	49	39	45	29
O53_4296	11	3	4	2	2	2	2	2	2	4	3	4	6	5	5	11	4	2
O53_5192	5	4	5	5	5	5	5	3	0	3	3	5	3	4	4	4	7	5
O53_3601	102	111	106	84	32	22	35	25	25	88	83	89	136	113	122	117	106	25
O53_658	9	6	3	0	0	0	0	0	0	3	2	2	4	4	4	10	2	0
O53_209	6	6	6	6	6	6	6	5	4	6	5	6	6	6	6	5	6	5
O53_1528_eriC	102	111	116	114	57	37	58	35	30	128	124	117	160	133	155	143	135	40
O53_1110	5	6	6	2	2	1	1	1	1	3	5	7	16	9	11	7	5	1
O53_3688	8	8	7	0	0	0	0	0	0	5	0	2	9	8	8	4	3	0
O53_4914	6	2	1	5	0	0	0	0	1	1	2	0	2	2	2	2	2	0
O53_2489_nusG	10	12	12	11	7	3	4	3	1	14	13	15	16	16	16	17	15	5
O53_2000	53	47	57	58	45	36	45	34	10	52	47	61	67	59	60	59	56	35
O53_1024	23	23	25	22	14	11	8	4	10	23	24	26	33	33	33	32	29	5
O53_5063	0	0	1	0	1	0	1	0	0	2	1	0	0	2	1	0	0	0
O53_4744	10	9	10	12	10	11	9	9	4	12	12	14	19	14	16	13	16	10
O53_1065	21	18	22	18	5	4	1	1	1	20	17	21	31	26	26	27	21	2
O53_970	3	1	1	1	2	0	2	1	0	2	21	34	3	3	3	3	2	2
O53_4810	93	99	108	93	74	68	68	55	36	93	85	91	105	98	99	108	102	63
O53_3116	41	32	31	9	13	11	29	10	16	33	27	19	59	35	40	49	34	9
O53_147	45	32	23	29	10	2	1	0	1	13	14	20	48	33	37	45	41	0
O53_2492_dapL	41	37	41	36	22	15	23	8	3	41	58	36	53	48	52	54	49	17
O53_2312_pcxA-1	44	47	44	57	31	30	27	28	9	54	55	65	71	63	72	65	60	30
O53_3211	27	24	25	23	13	11	11	10	4	26	22	29	39	37	28	26	24	10
O53_1611	2	3	2	4	0	0	0	0	0	1	1	1	2	2	1	2	0	0
O53_232_insI-3	12	12	0	0	0	0	0	0	0	9	8	5	16	16	16	13	13	0
O53_924_dxr	41	51	51	51	49	42	44	43	22	48	87	42	47	50	48	46	53	46
O53_62	4	1	1	1	1	1	1	1	1	6	1	2	8	5	6	5	3	1
O53_1933	0	0	2	0	2	2	2	1	0	4	3	0	4	1	1	0	0	1
O53_2621	1	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0
O53_626	8	9	7	6	8	12	6	5	4	6	16	16	17	21	19	5	10	9
O53_1235	2	2	2	2	2	3	2	2	1	26	21	24	31	29	28	18	11	2
O53_3206	1	0	0	1	0	0	2	1	0	1	0	1	1	2	0	1	0	0
O53_2025	21	23	22	21	17	0	9	4	0	20	28	27	33	28	31	22	30	2
O53_1771	45	33	37	37	23	6	24	1	12	39	42	40	53	45	46	47	45	9
O53_141	102	93	102	93	97	88	78	87	70	75	77	98	112	96	89	75	104	83
O53_1702	4	0	1	6	4	6	4	3	0	4	0	4	4	4	5	5	3	3
O53_2590	9	12	16	11	17	19	16	14	13	14	29	15	18	17	16	11	19	15
O53_1076	0	0	0	0	0	0	0	0	0	0	1	4	4	2	4	0	0	0
O53_3416	19	13	17	23	20	19	15	14	14	12	17	29	27	28	27	21	20	21
O53_3550	3	3	4	3	2	1	3	0	1	3	3	2	4	4	4	4	2	0
O53_146	6	6	0	5	0	0	0	0	0	6	6	6	8	6	6	0	6	0
O53_3372	0	0	0	7	0	0	0	0	0	4	1	3	7	2	4	8	10	0
O53_5204	8	4	1	1	1	1	2	1	2	2	3	3	4	3	6	6	6	1
O53_1673	5	6	6	4	4	3	6	6	4	5	5	6	5	6	4	5	4	6
O53_1121	14	7	8	6	7	7	7	7	2	13	8	9	13	15	13	12	14	7
O53_913	34	47	44	47	36	40	32	30	31	38	39	35	37	43	41	43	42	33
O53_1419	40	38	40	41	24	14	14	3	8	39	42	43	53	44	46	50	44	7
O53_2115_cobI	12	18	17	21	7	6	6	5	3	22	18	19	30	23	26	27	28	7
O53_4327_czcA	76	90	87	93	59	49	61	45	31	98	92	101	127	111	114	122	112	52
O53_4717	39	24	8	11	12	8	43	42	28	42	35	34	71	39	91	132	101	28
O53_4871	22	25	24	28	15	19	13	12	8	24	18	27	32	27	27	26	21	14
O53_829_recO	15	15	14	15	1	0	0	0	0	14	14	19	30	21	24	24	17	0
O53_253_mutS	64	75	75	71	39	34	41	32	19	77	67	78	83	83	81	84	78	33
O53_280_insI-6	4	2	4	4	4	4	3	4	4	3	3	3	11	3	10	14	12	3
O53_5147_trkA	39	44	40	30	28	17	24	19	21	36	39	39	51	45	48	47	44	21
O53_663_gatA-1	54	60	64	58	37	29	30	25	19	50	49	56	70	57	63	61	62	29
O53_1410	7	8	11	14	7	7	9	7	2	12	10	13	12	10	12	11	13	8
O53_3205_dfa5	53	56	56	58	22	18	21	16	10	48	48	47	66	59	70	68	53	18
O53_2330	6	5	0	4	5	7	0	2	0	1	0	3	11	7	5	11	12	4
O53_1069	22	27	21	23	13	5	5	3	2	27	29	26	35	30	32	29	30	3
O53_4766	24	17	15	16	15	15	14	15	15	16	15	13	16	14	15	19	20	15
O53_4713	28	25	32	33	14	16	12	12	12	28	24	28	36	40	39	36	34	12
O53_3252	1	4	0	0	0	0	0	0	4	1	1	0	5	0	1	9	0	0
O53_1920	0	0	0	1	0	0	0	0	1	1	0	0	0	0	0	0	2	0
O53_2473_hemB	24	27	24	26	9	7	11	6	10	23	41	23	30	27	26	30	22	7
O53_4292_coxC	11	15	16	14	10	12	13	11	7	14	13	13	16	15	15	17	15	10
O53_3706_cpcT-1	16	15	17	17	0	0	0	0	0	20	29	23	23	21	23	23	23	0
O53_1098	34	30	26	27	24	25	19	16	8	26	27	33	37	36	36	30	29	24
O53_3303_cobO	12	11	13	14	8	7	2	5	0	11	11	12	15	14	15	14	14	6
O53_2183	3	3	3	0	0	0	0	0	0	3	2	3	3	3	3	3	3	0
O53_4484	9	1	2	2	0	0	0	0	2	2	0	2	9	3	4	7	2	0
O53_932	24	20	12	7	5	3	3	3	4	23	7	19	43	29	41	18	30	3
O53_890	77	61	79	68	39	30	40	17	8	70	70	81	106	91	92	91	74	24
O53_3292	3	2	3	1	3	3	2	1	2	1	1	2	3	1	2	1	0	2
O53_2746	1	0	0	0	0	0	0	0	0	0	0	0	7	2	5	8	2	0
O53_4700	2	3	2	3	2	3	1	0	3	1	1	1	4	4	2	3	2	1
O53_4676	15	19	23	16	13	15	13	13	6	12	12	13	17	17	17	14	16	14
O53_2851_eno	30	36	34	34	21	14	17	13	15	40	39	44	53	45	49	49	39	17
O53_319	42	43	51	57	22	6	7	4	6	52	42	56	75	60	71	54	53	4
O53_5316	86	104	111	106	106	102	107	102	79	105	116	109	99	104	104	107	104	104
O53_2927	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0
O53_1788	6	9	10	12	8	4	8	7	9	13	12	12	16	12	14	16	15	8
O53_3022	0	0	0	0	0	1	0	0	0	0	0	0	1	1	0	0	0	0
O53_1231	21	22	19	12	10	9	10	9	4	17	32	17	21	18	24	21	17	9
O53_604	13	17	17	15	13	12	11	11	11	13	16	13	16	13	15	16	14	12
O53_444	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
O53_2511	19	10	11	10	7	7	7	3	0	11	9	7	12	11	11	11	10	6
O53_2864	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
O53_387_uvrB	56	58	57	59	29	10	19	7	10	60	80	64	77	67	74	71	72	6
O53_4996_txlA	19	17	21	21	7	2	0	2	0	14	15	12	20	20	19	22	16	2
O53_1067	2	0	1	0	0	0	1	1	0	2	2	2	4	2	2	4	2	0
O53_1913	32	33	29	17	0	0	0	0	0	23	0	22	51	33	42	26	36	0
O53_3653	11	17	17	17	14	13	14	12	12	19	19	16	18	15	19	17	17	15
O53_1258	2	2	4	2	0	4	0	0	0	0	0	1	4	4	4	3	1	0
O53_2994_nagA	42	62	67	66	53	53	52	54	42	59	57	56	61	59	57	65	64	52
O53_4809	55	71	65	61	47	46	45	42	41	63	62	65	71	62	73	74	63	47
O53_4126	29	31	28	33	12	12	11	8	2	34	29	33	46	35	42	39	41	13
O53_522	10	8	8	7	7	8	7	7	8	8	7	7	19	8	10	8	7	8
O53_3786_uvrA	77	104	103	103	69	49	62	49	31	100	118	97	101	97	103	106	99	53
O53_4158	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
O53_4192_crcB	15	13	13	11	6	4	5	4	1	12	9	13	18	15	16	15	12	4
O53_2030	14	2	11	7	1	1	1	1	0	6	4	5	13	9	9	15	7	1
O53_4521_ndhK-1	19	24	18	21	13	7	10	6	5	20	38	20	27	20	21	26	25	4
O53_3444	45	44	46	41	17	5	5	3	2	41	33	44	49	49	49	46	42	4
O53_2559	22	19	18	22	0	0	0	0	0	11	4	6	28	18	23	28	14	0
O53_4403	11	11	11	0	0	0	0	0	0	13	1	0	14	11	9	14	6	0
O53_4834_ctaA	30	35	37	34	26	28	24	25	22	36	34	26	34	34	36	38	40	26
O53_4555	9	9	12	17	2	0	0	0	0	16	7	7	19	14	10	20	13	0
O53_4497	10	8	6	5	1	4	0	0	0	5	3	1	13	8	6	8	6	0
O53_2014	3	0	0	0	0	0	0	0	2	0	0	0	7	0	3	5	1	0
O53_4554_ammnhB1	16	18	19	14	8	8	8	8	5	17	15	19	18	15	17	22	14	8
O53_4629	0	4	0	14	0	0	0	0	0	0	0	0	17	0	0	17	0	0
O53_3193	12	19	12	16	16	15	17	16	16	17	14	16	12	17	18	18	19	14
O53_3909	8	9	8	9	7	6	8	5	8	9	6	9	8	8	9	9	9	5
O53_1213_hemH	30	37	37	31	27	19	27	22	4	39	38	35	52	47	45	36	40	21
O53_5160_glpX	21	24	25	16	7	8	8	6	2	14	24	13	20	16	18	33	21	7
O53_3501	51	58	61	47	53	52	52	52	36	53	51	49	55	57	51	56	51	50
O53_2995	1	1	1	3	1	1	1	1	1	1	1	1	1	1	1	1	1	1
O53_4120_rpmA	0	0	0	5	0	1	0	0	0	2	2	2	2	2	2	1	2	1
O53_3496	13	14	21	16	14	10	13	7	4	12	14	9	16	21	12	10	14	10
O53_3971	13	13	14	13	14	13	10	5	5	14	14	15	17	16	19	15	15	11
O53_3404	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
O53_4110_wbyB	0	0	0	0	0	0	0	0	0	0	0	0	18	2	0	13	0	0
O53_3678	7	4	4	9	4	5	4	4	3	6	5	4	9	6	6	14	6	4
O53_994	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0
O53_3273	53	57	57	50	45	44	44	43	27	51	59	47	47	46	48	50	50	44
O53_3714	19	15	19	14	11	5	5	5	0	16	13	15	20	21	18	20	18	5
O53_365_ndhL	3	3	3	2	3	2	1	0	0	1	1	1	3	2	3	3	3	1
O53_239	5	1	2	2	0	0	0	0	0	1	0	1	4	3	2	4	2	0
O53_1106_ppk	54	68	70	77	58	51	53	47	42	77	69	78	88	81	82	90	77	48
O53_2339	60	65	59	58	41	31	34	27	26	61	60	64	80	67	70	67	75	29
O53_2793	22	22	25	26	19	20	20	19	15	19	19	19	24	20	19	23	20	20
O53_3794_wbpV	18	25	25	16	17	34	12	11	10	35	24	39	53	35	49	41	49	17
O53_4634	100	121	115	118	105	104	109	102	57	115	116	122	137	119	133	120	125	107
O53_4504	2	3	3	3	3	2	3	2	2	3	3	3	9	4	3	2	3	3
O53_4310_ispH	33	39	34	38	18	15	18	14	10	34	37	41	51	39	49	44	39	16
O53_4424	6	5	5	4	6	6	5	3	3	4	3	3	7	7	5	6	6	7
O53_3904	1	0	0	0	0	0	0	0	1	0	0	1	0	2	2	7	0	1
O53_2903	11	11	9	10	10	4	10	10	0	12	13	12	13	8	13	9	13	9
O53_3790_glgA-2	37	30	32	31	10	9	6	4	2	33	34	35	57	46	45	46	45	5
O53_1013	48	39	44	42	27	24	23	20	18	31	29	29	57	46	49	54	49	24
O53_2316	24	19	23	15	12	0	4	0	0	18	26	25	33	24	31	31	30	2
O53_1498_fabZ	12	17	15	16	17	13	16	13	9	21	20	18	21	19	21	17	23	13
O53_212	3	2	2	0	0	0	0	0	0	0	0	0	2	0	0	2	2	0
O53_968	13	13	11	13	10	10	9	6	1	12	15	11	20	13	17	13	15	9
O53_5113_gpsA	33	40	41	44	29	25	28	25	19	44	42	47	62	35	57	39	40	26
O53_1326	4	5	4	4	4	4	4	1	4	5	4	4	8	6	7	7	7	4
O53_963_tRNA-Arg	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
O53_5171	41	55	52	52	37	29	34	29	22	50	50	53	58	60	62	42	59	30
O53_2462	9	9	9	8	2	2	0	0	0	8	8	8	11	9	10	9	12	0
O53_2896	23	20	21	20	15	17	11	15	5	16	16	21	23	23	21	25	21	14
O53_2552	29	28	28	33	14	12	13	8	8	30	32	34	38	34	43	33	30	12
O53_1851_mhpC	24	26	25	22	11	10	7	0	4	26	22	29	34	30	32	36	28	10
O53_3408_tRNA-Asp	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
O53_364_insB-1	0	0	0	0	0	0	4	4	0	7	10	13	7	0	7	0	1	0
O53_3887	5	3	5	4	8	7	6	6	3	6	5	6	10	13	11	8	7	7
O53_983_rnc	23	31	34	35	12	5	14	2	0	31	31	37	45	39	39	42	34	5
O53_692	13	13	16	10	10	7	10	7	6	18	10	16	19	18	17	18	17	10
O53_2074	0	0	0	1	0	1	0	0	0	0	0	0	3	3	3	4	3	0
